txn_id,txn_date,period,service_period,account_code,account_name,account_type,counterparty_type,counterparty_id,counterparty_name,counterparty_raw,product_id,product_name,quantity,unit_price,amount,currency,fx_rate,amount_usd,invoice_id,txn_kind,memo,segment,region,industry,plan_tier,contract_type
T0006735,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00493,Meridian Dynamics GmbH,Meridian Dynamics GmbH,CORE,Core Platform,3.64,16.7292,60.89,USD,1.0,60.89,INV-202310-00493,subscription,Core Platform — Oct 2023,SMB,NA,Healthcare,Starter,monthly
T0006736,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00493,Meridian Dynamics GmbH,Meridian Dynamics GmbH,API,API Gateway,3.16,3.6804,11.63,USD,1.0,11.63,INV-202310-00493,subscription,API Gateway — Oct 2023,SMB,NA,Healthcare,Starter,monthly
T0006740,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00496,Harrow Analytics Co,Harrow Analytics Co,CORE,Core Platform,16.62,42.0,709.84,EUR,1.0169,698.04,INV-202310-00496,subscription,Core Platform — Oct 2023,SMB,EMEA,Retail,Pro,monthly
T0006741,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00496,Harrow Analytics Co,Harrow Analytics Co,API,API Gateway,10.39,9.24,97.63,EUR,1.0169,96.0,INV-202310-00496,subscription,API Gateway — Oct 2023,SMB,EMEA,Retail,Pro,monthly
T0006768,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00529,Pioneer Networks LLC,Pioneer Networks LLC,CORE,Core Platform,11.16,135.0,1506.6,USD,1.0,1506.6,INV-202310-00529,subscription,Core Platform — Oct 2023,SMB,APAC,Real Estate,Enterprise,monthly
T0006769,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00529,Pioneer Networks LLC,Pioneer Networks LLC,ANALYTICS,Analytics Add-on,9.84,40.5,398.52,USD,1.0,398.52,INV-202310-00529,subscription,Analytics Add-on — Oct 2023,SMB,APAC,Real Estate,Enterprise,monthly
T0006770,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00529,Pioneer Networks LLC,Pioneer Networks LLC,SEC,Security Suite,9.5,60.75,577.12,USD,1.0,577.12,INV-202310-00529,subscription,Security Suite — Oct 2023,SMB,APAC,Real Estate,Enterprise,monthly
T0006776,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00540,Orchard Solutions Ltd,Orchard Solutions Ltd,CORE,Core Platform,107.51,35.5236,3883.69,EUR,1.0169,3819.14,INV-202310-00540,subscription,Core Platform — Oct 2023,Mid-Market,EMEA,Manufacturing,Pro,annual
T0006777,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00540,Orchard Solutions Ltd,Orchard Solutions Ltd,ANALYTICS,Analytics Add-on,73.08,10.6571,791.98,EUR,1.0169,778.82,INV-202310-00540,subscription,Analytics Add-on — Oct 2023,Mid-Market,EMEA,Manufacturing,Pro,annual
T0006778,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00540,Orchard Solutions Ltd,Orchard Solutions Ltd,SEC,Security Suite,59.73,15.9856,970.96,EUR,1.0169,954.82,INV-202310-00540,subscription,Security Suite — Oct 2023,Mid-Market,EMEA,Manufacturing,Pro,annual
T0006779,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00540,Orchard Solutions Ltd,Orchard Solutions Ltd,API,API Gateway,76.64,7.8152,609.08,EUR,1.0169,598.96,INV-202310-00540,subscription,API Gateway — Oct 2023,Mid-Market,EMEA,Manufacturing,Pro,annual
T0006792,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00547,Zephyr Data Co,Zephyr Data Co,CORE,Core Platform,11.4,71.6586,816.91,USD,1.0,816.91,INV-202310-00547,subscription,Core Platform — Oct 2023,SMB,NA,Real Estate,Business,monthly
T0006793,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00547,Zephyr Data Co,Zephyr Data Co,ANALYTICS,Analytics Add-on,11.31,21.4976,243.14,USD,1.0,243.14,INV-202310-00547,subscription,Analytics Add-on — Oct 2023,SMB,NA,Real Estate,Business,monthly
T0006794,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00547,Zephyr Data Co,Zephyr Data Co,API,API Gateway,10.83,15.7649,170.73,USD,1.0,170.73,INV-202310-00547,subscription,API Gateway — Oct 2023,SMB,NA,Real Estate,Business,monthly
T0006802,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00557,Arden Logic Inc,Arden Logic Inc,CORE,Core Platform,2.07,39.7362,82.25,USD,1.0,82.25,INV-202310-00557,subscription,Core Platform — Oct 2023,SMB,NA,Gaming,Pro,monthly
T0006803,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00559,Verity Solutions LLC,Verity Solutions LLC,CORE,Core Platform,634.35,85.59,54294.02,USD,1.0,54294.02,INV-202310-00559,subscription,Core Platform — Oct 2023,Enterprise,APAC,Fintech,Enterprise,annual
T0006804,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00559,Verity Solutions LLC,Verity Solutions LLC,API,API Gateway,373.49,18.8298,7032.74,USD,1.0,7032.74,INV-202310-00559,subscription,API Gateway — Oct 2023,Enterprise,APAC,Fintech,Enterprise,annual
T0006813,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00567,Lumen Dynamics Corp,Lumen Dynamics Corp,CORE,Core Platform,36.31,41.4289,1504.28,USD,1.0,1504.28,INV-202310-00567,subscription,Core Platform — Oct 2023,Mid-Market,APAC,Gaming,Pro,annual
T0006814,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00567,Lumen Dynamics Corp,Lumen Dynamics Corp,SEC,Security Suite,28.37,18.643,528.9,USD,1.0,528.9,INV-202310-00567,subscription,Security Suite — Oct 2023,Mid-Market,APAC,Gaming,Pro,annual
T0006825,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00578,Cobalt Labs Corp,Cobalt Labs Corp,CORE,Core Platform,40.14,17.1306,687.62,USD,1.0,687.62,INV-202310-00578,subscription,Core Platform — Oct 2023,Mid-Market,APAC,Real Estate,Starter,monthly
T0006826,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00578,Cobalt Labs Corp,Cobalt Labs Corp,SEC,Security Suite,33.48,7.7088,258.09,USD,1.0,258.09,INV-202310-00578,subscription,Security Suite — Oct 2023,Mid-Market,APAC,Real Estate,Starter,monthly
T0006869,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00621,Arden Data GmbH,Arden Data GmbH,CORE,Core Platform,2.2,17.7867,39.13,USD,1.0,39.13,INV-202310-00621,subscription,Core Platform — Oct 2023,SMB,NA,Education,Starter,annual
T0006870,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00621,Arden Data GmbH,Arden Data GmbH,ANALYTICS,Analytics Add-on,1.69,5.336,9.02,USD,1.0,9.02,INV-202310-00621,subscription,Analytics Add-on — Oct 2023,SMB,NA,Education,Starter,annual
T0006877,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00629,Ionic Collective Corp,Ionic Collective Corp,CORE,Core Platform,5.69,128.3715,730.43,USD,1.0,730.43,INV-202310-00629,subscription,Core Platform — Oct 2023,SMB,NA,Logistics,Enterprise,monthly
T0006878,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00629,Ionic Collective Corp,Ionic Collective Corp,SEC,Security Suite,4.55,57.7672,262.84,USD,1.0,262.84,INV-202310-00629,subscription,Security Suite — Oct 2023,SMB,NA,Logistics,Enterprise,monthly
T0006880,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00632,Verity Solutions PLC,Verity Solutions PLC,CORE,Core Platform,13.75,17.406,239.33,USD,1.0,239.33,INV-202310-00632,subscription,Core Platform — Oct 2023,SMB,NA,Real Estate,Starter,monthly
T0006881,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00632,Verity Solutions PLC,Verity Solutions PLC,ANALYTICS,Analytics Add-on,9.91,5.2218,51.75,USD,1.0,51.75,INV-202310-00632,subscription,Analytics Add-on — Oct 2023,SMB,NA,Real Estate,Starter,monthly
T0006885,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00635,Pioneer Freight SA,Pioneer Freight SA,CORE,Core Platform,69.85,14.49,1012.13,USD,1.0,1012.13,INV-202310-00635,subscription,Core Platform — Oct 2023,Mid-Market,APAC,Education,Starter,monthly
T0006886,2023-10-24,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00635,Pioneer Freight SA,Pioneer Freight SA,SEC,Security Suite,47.55,6.5205,310.05,USD,1.0,310.05,INV-202310-00635,subscription,Security Suite — Oct 2023,Mid-Market,APAC,Education,Starter,monthly
E0001010,2023-10-25,2023-10,2023-10,6050,Travel & Events,opex,vendor,V0020,Freeman Expositions,SQ *FREEMAN,Events,Events,1.0,42340.83,-42340.83,USD,1.0,-42340.83,BILL-202310-V0020,variable_spend,Freeman Expositions — project invoice,,,,,
E0001031,2023-10-25,2023-10,2023-10,6020,Software & Tools,opex,vendor,CARD-GITH,GitHub,GITHUB *ENTERPRISE,CardSpend,Corporate card,1.0,2478.56,-2478.56,USD,1.0,-2478.56,CARD-202310,card_spend,Corporate card — GitHub,,,,,
E0001037,2023-10-25,2023-10,2023-10,6050,Travel & Events,opex,vendor,CARD-DELT,Delta Air Lines,DL*AIR 006,CardSpend,Corporate card,1.0,1992.0,-1992.0,USD,1.0,-1992.0,CARD-202310,card_spend,Corporate card — Delta Air Lines,,,,,
E0001094,2023-10-25,2023-10,2023-10,6020,Software & Tools,opex,vendor,CARD-APPL,Apple Store,APPLE.COM/BILL,CardSpend,Corporate card,1.0,719.23,-719.23,USD,1.0,-719.23,CARD-202310,card_spend,Corporate card — Apple Store,,,,,
T0006160,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00001,Ionic Freight Co,Ionic Freight Co,CORE,Core Platform,27.6,16.5096,455.66,USD,1.0,455.66,INV-202310-00001,subscription,Core Platform — Oct 2023,SMB,NA,Energy,Starter,monthly
T0006161,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00001,Ionic Freight Co,Ionic Freight Co,ANALYTICS,Analytics Add-on,26.7,4.9529,132.24,USD,1.0,132.24,INV-202310-00001,subscription,Analytics Add-on — Oct 2023,SMB,NA,Energy,Starter,monthly
T0006178,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00013,Quarry Robotics LLC,Quarry Robotics LLC,CORE,Core Platform,4.13,17.8056,73.54,USD,1.0,73.54,INV-202310-00013,subscription,Core Platform — Oct 2023,SMB,APAC,Education,Starter,monthly
T0006179,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00013,Quarry Robotics LLC,Quarry Robotics LLC,ANALYTICS,Analytics Add-on,2.88,5.3417,15.38,USD,1.0,15.38,INV-202310-00013,subscription,Analytics Add-on — Oct 2023,SMB,APAC,Education,Starter,monthly
T0006180,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00013,Quarry Robotics LLC,Quarry Robotics LLC,SEC,Security Suite,3.48,8.0125,27.88,USD,1.0,27.88,INV-202310-00013,subscription,Security Suite — Oct 2023,SMB,APAC,Education,Starter,monthly
T0006181,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00013,Quarry Robotics LLC,Quarry Robotics LLC,API,API Gateway,3.78,3.9172,14.81,USD,1.0,14.81,INV-202310-00013,subscription,API Gateway — Oct 2023,SMB,APAC,Education,Starter,monthly
T0006182,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00014,Fenwick Dynamics Co,Fenwick Dynamics Co,CORE,Core Platform,27.64,16.4808,463.23,EUR,1.0169,455.53,INV-202310-00014,subscription,Core Platform — Oct 2023,SMB,EMEA,Energy,Starter,monthly
T0006215,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00048,Basalt Partners PLC,Basalt Partners PLC,CORE,Core Platform,135.19,15.4638,2090.55,USD,1.0,2090.55,INV-202310-00048,subscription,Core Platform — Oct 2023,Mid-Market,APAC,Manufacturing,Starter,annual
T0006225,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00058,Mosaic Dynamics LLC,Mosaic Dynamics LLC,CORE,Core Platform,47.14,40.2444,1897.12,USD,1.0,1897.12,INV-202310-00058,subscription,Core Platform — Oct 2023,Mid-Market,NA,Manufacturing,Pro,annual
T0006226,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00058,Mosaic Dynamics LLC,Mosaic Dynamics LLC,ANALYTICS,Analytics Add-on,39.36,12.0733,475.21,USD,1.0,475.21,INV-202310-00058,subscription,Analytics Add-on — Oct 2023,Mid-Market,NA,Manufacturing,Pro,annual
T0006254,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00077,Ember Collective LLC,Ember Collective LLC,CORE,Core Platform,11.22,70.473,790.71,USD,1.0,790.71,INV-202310-00077,subscription,Core Platform — Oct 2023,SMB,NA,Gaming,Business,monthly
T0006255,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00077,Ember Collective LLC,Ember Collective LLC,ANALYTICS,Analytics Add-on,9.13,21.1419,193.03,USD,1.0,193.03,INV-202310-00077,subscription,Analytics Add-on — Oct 2023,SMB,NA,Gaming,Business,monthly
T0006256,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00077,Ember Collective LLC,Ember Collective LLC,API,API Gateway,10.68,15.5041,165.58,USD,1.0,165.58,INV-202310-00077,subscription,API Gateway — Oct 2023,SMB,NA,Gaming,Business,monthly
T0006282,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00096,Verity Labs Ltd,Verity Labs Ltd,CORE,Core Platform,30.87,16.5402,510.6,USD,1.0,510.6,INV-202310-00096,subscription,Core Platform — Oct 2023,SMB,NA,Fintech,Starter,monthly
T0006283,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00096,Verity Labs Ltd,Verity Labs Ltd,ANALYTICS,Analytics Add-on,27.81,4.9621,138.0,USD,1.0,138.0,INV-202310-00096,subscription,Analytics Add-on — Oct 2023,SMB,NA,Fintech,Starter,monthly
T0006284,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00096,Verity Labs Ltd,Verity Labs Ltd,SEC,Security Suite,26.05,7.4431,193.89,USD,1.0,193.89,INV-202310-00096,subscription,Security Suite — Oct 2023,SMB,NA,Fintech,Starter,monthly
T0006303,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00108,Pioneer Analytics SA,Pioneer Analytics SA,CORE,Core Platform,104.28,36.3048,3849.85,EUR,1.0169,3785.86,INV-202310-00108,subscription,Core Platform — Oct 2023,Mid-Market,EMEA,Energy,Pro,monthly
T0006304,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00108,Pioneer Analytics SA,Pioneer Analytics SA,ANALYTICS,Analytics Add-on,88.48,10.8914,979.96,EUR,1.0169,963.67,INV-202310-00108,subscription,Analytics Add-on — Oct 2023,Mid-Market,EMEA,Energy,Pro,monthly
T0006306,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00109,Lumen Networks GmbH,Lumen Networks GmbH,CORE,Core Platform,143.79,59.2098,8657.66,EUR,1.0169,8513.78,INV-202310-00109,subscription,Core Platform — Oct 2023,Mid-Market,EMEA,Media,Business,monthly
T0006307,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00109,Lumen Networks GmbH,Lumen Networks GmbH,API,API Gateway,118.82,13.0262,1573.93,EUR,1.0169,1547.77,INV-202310-00109,subscription,API Gateway — Oct 2023,Mid-Market,EMEA,Media,Business,monthly
T0006309,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00112,Cobalt Partners Ltd,Cobalt Partners Ltd,CORE,Core Platform,179.59,16.3944,2944.27,USD,1.0,2944.27,INV-202310-00112,subscription,Core Platform — Oct 2023,Mid-Market,NA,Gaming,Starter,monthly
T0006310,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00112,Cobalt Partners Ltd,Cobalt Partners Ltd,ANALYTICS,Analytics Add-on,123.59,4.9183,607.85,USD,1.0,607.85,INV-202310-00112,subscription,Analytics Add-on — Oct 2023,Mid-Market,NA,Gaming,Starter,monthly
T0006312,2023-10-25,2023-10,2023-10,4010,Usage Revenue,revenue,customer,C00116,Cobalt Networks Inc,Cobalt Networks Inc,API,Overage,4911.0,0.02,98.21,USD,1.0,98.21,INV-202310-00116,usage,Metered API overage,Mid-Market,NA,Energy,Starter,annual
T0006315,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00119,Ionic Logic LLC,Ionic Logic LLC,CORE,Core Platform,15.77,38.8682,612.95,USD,1.0,612.95,INV-202310-00119,subscription,Core Platform — Oct 2023,SMB,APAC,Manufacturing,Pro,annual
T0006316,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00119,Ionic Logic LLC,Ionic Logic LLC,SEC,Security Suite,15.6,17.4907,272.85,USD,1.0,272.85,INV-202310-00119,subscription,Security Suite — Oct 2023,SMB,APAC,Manufacturing,Pro,annual
T0006317,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00119,Ionic Logic LLC,Ionic Logic LLC,API,API Gateway,14.26,8.551,121.94,USD,1.0,121.94,INV-202310-00119,subscription,API Gateway — Oct 2023,SMB,APAC,Manufacturing,Pro,annual
T0006325,2023-10-25,2023-10,2023-10,4010,Usage Revenue,revenue,customer,C00123,Basalt Logic Inc,Basalt Logic Inc,API,Overage,143.0,0.02,2.91,EUR,1.0169,2.87,INV-202310-00123,usage,Metered API overage,SMB,EMEA,Real Estate,Starter,annual
T0006335,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00135,Thicket Robotics LLC,Thicket Robotics LLC,CORE,Core Platform,174.61,35.8848,6371.74,EUR,1.0169,6265.84,INV-202310-00135,subscription,Core Platform — Oct 2023,Enterprise,EMEA,Media,Pro,annual
T0006340,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00138,Rowan Solutions Ltd,Rowan Solutions Ltd,CORE,Core Platform,13.41,69.8802,937.09,USD,1.0,937.09,INV-202310-00138,subscription,Core Platform — Oct 2023,SMB,NA,Education,Business,monthly
T0006341,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00138,Rowan Solutions Ltd,Rowan Solutions Ltd,ANALYTICS,Analytics Add-on,13.38,20.9641,280.5,USD,1.0,280.5,INV-202310-00138,subscription,Analytics Add-on — Oct 2023,SMB,NA,Education,Business,monthly
T0006342,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00138,Rowan Solutions Ltd,Rowan Solutions Ltd,API,API Gateway,12.56,15.3736,193.09,USD,1.0,193.09,INV-202310-00138,subscription,API Gateway — Oct 2023,SMB,NA,Education,Business,monthly
T0006344,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00139,Quarry Capital LLC,Quarry Capital LLC,CORE,Core Platform,2.06,134.6625,277.4,USD,1.0,277.4,INV-202310-00139,subscription,Core Platform — Oct 2023,SMB,NA,Logistics,Enterprise,monthly
T0006345,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00139,Quarry Capital LLC,Quarry Capital LLC,ANALYTICS,Analytics Add-on,1.82,40.3987,73.53,USD,1.0,73.53,INV-202310-00139,subscription,Analytics Add-on — Oct 2023,SMB,NA,Logistics,Enterprise,monthly
T0006346,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00139,Quarry Capital LLC,Quarry Capital LLC,API,API Gateway,1.79,29.6258,53.03,USD,1.0,53.03,INV-202310-00139,subscription,API Gateway — Oct 2023,SMB,NA,Logistics,Enterprise,monthly
T0006347,2023-10-25,2023-10,2023-10,4010,Usage Revenue,revenue,customer,C00139,Quarry Capital LLC,Quarry Capital LLC,API,Overage,560.0,0.02,11.2,USD,1.0,11.2,INV-202310-00139,usage,Metered API overage,SMB,NA,Logistics,Enterprise,monthly
T0006366,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00161,Zephyr Networks GmbH,Zephyr Networks GmbH,CORE,Core Platform,98.69,38.787,3827.89,USD,1.0,3827.89,INV-202310-00161,subscription,Core Platform — Oct 2023,Mid-Market,NA,Healthcare,Pro,monthly
T0006367,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00161,Zephyr Networks GmbH,Zephyr Networks GmbH,ANALYTICS,Analytics Add-on,74.01,11.6361,861.19,USD,1.0,861.19,INV-202310-00161,subscription,Analytics Add-on — Oct 2023,Mid-Market,NA,Healthcare,Pro,monthly
T0006368,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00161,Zephyr Networks GmbH,Zephyr Networks GmbH,API,API Gateway,62.16,8.5331,530.42,USD,1.0,530.42,INV-202310-00161,subscription,API Gateway — Oct 2023,Mid-Market,NA,Healthcare,Pro,monthly
T0006374,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00165,North Group LLC,North Group LLC,CORE,Core Platform,99.38,37.716,3748.22,USD,1.0,3748.22,INV-202310-00165,subscription,Core Platform — Oct 2023,Mid-Market,APAC,Healthcare,Pro,monthly
T0006375,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00165,North Group LLC,North Group LLC,SEC,Security Suite,67.46,16.9722,1144.94,USD,1.0,1144.94,INV-202310-00165,subscription,Security Suite — Oct 2023,Mid-Market,APAC,Healthcare,Pro,monthly
T0006392,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00181,Stanton Networks Co,Stanton Networks Co,CORE,Core Platform,2.01,37.6068,75.59,USD,1.0,75.59,INV-202310-00181,subscription,Core Platform — Oct 2023,SMB,NA,Energy,Pro,monthly
T0006393,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00181,Stanton Networks Co,Stanton Networks Co,SEC,Security Suite,2.0,16.9231,33.85,USD,1.0,33.85,INV-202310-00181,subscription,Security Suite — Oct 2023,SMB,NA,Energy,Pro,monthly
T0006394,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00181,Stanton Networks Co,Stanton Networks Co,API,API Gateway,1.32,8.2735,10.92,USD,1.0,10.92,INV-202310-00181,subscription,API Gateway — Oct 2023,SMB,NA,Energy,Pro,monthly
T0006407,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00196,Juniper Partners GmbH,Juniper Partners GmbH,CORE,Core Platform,23.14,16.0434,371.24,USD,1.0,371.24,INV-202310-00196,subscription,Core Platform — Oct 2023,SMB,APAC,Logistics,Starter,monthly
T0006416,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00211,Thicket Logic Co,Thicket Logic Co,CORE,Core Platform,5.16,131.3145,689.03,EUR,1.0169,677.58,INV-202310-00211,subscription,Core Platform — Oct 2023,SMB,EMEA,Energy,Enterprise,monthly
T0006428,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00218,Palisade Labs GmbH,Palisade Labs GmbH,CORE,Core Platform,5.97,16.0434,97.4,EUR,1.0169,95.78,INV-202310-00218,subscription,Core Platform — Oct 2023,SMB,EMEA,Gaming,Starter,annual
T0006429,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00218,Palisade Labs GmbH,Palisade Labs GmbH,SEC,Security Suite,5.92,7.2195,43.46,EUR,1.0169,42.74,INV-202310-00218,subscription,Security Suite — Oct 2023,SMB,EMEA,Gaming,Starter,annual
T0006458,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00259,Harrow Collective PLC,Harrow Collective PLC,CORE,Core Platform,14.09,41.4246,583.67,USD,1.0,583.67,INV-202310-00259,subscription,Core Platform — Oct 2023,SMB,APAC,Education,Pro,monthly
T0006459,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00259,Harrow Collective PLC,Harrow Collective PLC,ANALYTICS,Analytics Add-on,9.72,12.4274,120.79,USD,1.0,120.79,INV-202310-00259,subscription,Analytics Add-on — Oct 2023,SMB,APAC,Education,Pro,monthly
T0006460,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00259,Harrow Collective PLC,Harrow Collective PLC,SEC,Security Suite,11.77,18.6411,219.41,USD,1.0,219.41,INV-202310-00259,subscription,Security Suite — Oct 2023,SMB,APAC,Education,Pro,monthly
T0006467,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00271,Rowan Freight Ltd,Rowan Freight Ltd,CORE,Core Platform,25.24,126.7515,3199.21,USD,1.0,3199.21,INV-202310-00271,subscription,Core Platform — Oct 2023,Mid-Market,NA,Logistics,Enterprise,monthly
T0006472,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00278,Yarrow Labs Co,Yarrow Labs Co,CORE,Core Platform,34.47,17.6274,617.89,EUR,1.0169,607.62,INV-202310-00278,subscription,Core Platform — Oct 2023,SMB,EMEA,Media,Starter,monthly
T0006473,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00278,Yarrow Labs Co,Yarrow Labs Co,ANALYTICS,Analytics Add-on,29.78,5.2882,160.14,EUR,1.0169,157.48,INV-202310-00278,subscription,Analytics Add-on — Oct 2023,SMB,EMEA,Media,Starter,monthly
T0006498,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00303,Quarry Dynamics GmbH,Quarry Dynamics GmbH,CORE,Core Platform,1.71,126.9135,220.69,EUR,1.0169,217.02,INV-202310-00303,subscription,Core Platform — Oct 2023,SMB,EMEA,Retail,Enterprise,annual
T0006499,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00303,Quarry Dynamics GmbH,Quarry Dynamics GmbH,API,API Gateway,1.71,27.921,48.55,EUR,1.0169,47.74,INV-202310-00303,subscription,API Gateway — Oct 2023,SMB,EMEA,Retail,Enterprise,annual
T0006500,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00304,Vertex Data GmbH,Vertex Data GmbH,CORE,Core Platform,4.1,40.425,165.74,USD,1.0,165.74,INV-202310-00304,subscription,Core Platform — Oct 2023,SMB,APAC,Fintech,Pro,monthly
T0006501,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00304,Vertex Data GmbH,Vertex Data GmbH,ANALYTICS,Analytics Add-on,4.06,12.1275,49.24,USD,1.0,49.24,INV-202310-00304,subscription,Analytics Add-on — Oct 2023,SMB,APAC,Fintech,Pro,monthly
T0006502,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00304,Vertex Data GmbH,Vertex Data GmbH,SEC,Security Suite,3.79,18.1913,68.95,USD,1.0,68.95,INV-202310-00304,subscription,Security Suite — Oct 2023,SMB,APAC,Fintech,Pro,monthly
T0006503,2023-10-25,2023-10,2023-10,4000,Subscription Revenue,revenue,customer,C00305,Stanton Collective PLC,Stanton Collective PLC,CORE,Core Platform,147.62,35.7546,5278.09,USD,1.0,5278.09,INV-202310-00305,subscription,Core Platform — Oct 2023,Mid-Market,NA,Gaming,Pro,monthly
